index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,customer
373,BL90769,Cali, F ,Bachelor,3347334.0,33190,106,1/0/00,Personal Auto,SUV,508,BL90769
374,CR57148,, F ,Master,596058.0,47945,74,1/0/00,Personal Auto,Two-Door Car,128,CR57148
375,CP85232,AZ,m,College,4479546.0,58778,126,1/0/00,Special Auto,SUV,302,CP85232
376,YL74732,Cali, F ,High School or Below,383211.0,15192,100,1/0/00,Personal Auto,SUV,480,YL74732
377,FG16766,Cali, F ,Bachelor,683793.0,51859,171,1/0/00,Personal Auto,SUV,1003,FG16766
378,NV55438,, F ,High School or Below,528526.0,23422,72,1/0/00,Personal Auto,Two-Door Car,518,NV55438
379,RM10880,Cali, F ,College,309651.0,21604,79,1/0/00,Corporate Auto,Four-Door Car,379,RM10880
380,GL56175,AZ,m,College,358971.0,79298,90,1/0/00,Personal Auto,Four-Door Car,244,GL56175
381,UK52289,AZ, F ,Bachelor,258240.0,76731,64,1/0/00,Special Auto,Four-Door Car,201,UK52289
382,OT85112,WA,m,College,340391.0,38460,88,1/1/00,Personal Auto,Four-Door Car,91,OT85112
383,BC62782,AZ,f,College,1357567.0,48534,115,1/1/00,Personal Auto,SUV,552,BC62782
384,TI19722,WA,m,Doctor,343613.0,30817,88,1/0/00,Corporate Auto,Four-Door Car,91,TI19722
385,JP30654,,f,College,2868582.0,48412,104,1/0/00,Personal Auto,SUV,707,JP30654
386,UM45563,WA,m,Bachelor,450267.0,68798,114,1/0/00,Personal Auto,SUV,92,UM45563
387,EN60878,,m,Bachelor,618311.0,23712,85,1/0/00,Personal Auto,Four-Door Car,376,EN60878
388,JF36291,Cali,m,College,387364.0,28142,105,1/0/00,Personal Auto,Luxury,701,JF36291
389,BK59444,Cali,f,Master,1892933.0,72196,68,1/0/00,Personal Auto,Four-Door Car,152,BK59444
390,MK70700,Cali,m,Master,555329.0,68197,69,1/0/00,Personal Auto,Four-Door Car,176,MK70700
391,IW71076,Cali,m,Bachelor,501125.0,75248,63,1/0/00,Corporate Auto,Four-Door Car,104,IW71076
392,AP98768,Cali,f,College,1044244.0,0,98,1/0/00,Personal Auto,Four-Door Car,941,AP98768
393,OM24164,,m,Bachelor,219961.0,0,65,1/1/00,Personal Auto,Two-Door Car,468,OM24164
394,HR85211,WA, F ,Master,512317.0,89879,63,1/0/00,Personal Auto,Two-Door Car,94,HR85211
395,VC87846,,m,High School or Below,748431.0,46998,96,1/0/00,Corporate Auto,Four-Door Car,460,VC87846
396,ZM92052,,m,Bachelor,261302.0,57099,67,1/0/00,Personal Auto,Two-Door Car,67,ZM92052
397,ON73702,AZ,f,Bachelor,908063.0,33897,114,1/0/00,Corporate Auto,SUV,539,ON73702
398,QQ90441,,f,High School or Below,1377097.0,59207,116,1/0/00,Personal Auto,Four-Door Car,556,QQ90441
399,HU35721,,m,High School or Below,287682.0,40171,73,1/0/00,Personal Auto,Four-Door Car,350,HU35721
400,YP47665,WA,m,Doctor,540891.0,80192,67,1/0/00,Personal Auto,Four-Door Car,95,YP47665
401,FU99476,WA,m,High School or Below,677030.0,74422,85,1/1/00,Personal Auto,Four-Door Car,95,FU99476
402,AG85615,,m,College,2414387.0,0,87,1/0/00,Special Auto,Four-Door Car,626,AG85615
403,OY74069,AZ,f,College,353805.0,0,67,1/5/00,Personal Auto,Four-Door Car,321,OY74069
404,DJ91267,,f,Bachelor,2909123.0,34226,244,1/0/00,Personal Auto,Luxury SUV,494,DJ91267
405,KB72438,Cali,f,High School or Below,1983420.0,65989,123,1/1/00,Personal Auto,SUV,115,KB72438
406,TR67616,,m,High School or Below,473136.0,30686,61,1/0/00,Corporate Auto,Four-Door Car,19,TR67616
407,GF65731,Cali,f,Master,3553784.0,0,113,1/0/00,Personal Auto,Luxury,799,GF65731
408,HB67642,AZ,f,High School or Below,3461137.0,20090,109,1/0/00,Personal Auto,Luxury,523,HB67642
409,DP84567,Cali,m,High School or Below,2021630.0,0,183,1/0/00,Personal Auto,Luxury SUV,878,DP84567
410,VV77534,,m,College,1397651.0,77094,176,1/0/00,Personal Auto,SUV,444,VV77534
411,GL67540,Cali,f,College,590408.0,97413,73,1/0/00,Personal Auto,Four-Door Car,268,GL67540
412,SV50502,,f,Master,559583.0,79189,69,1/0/00,Corporate Auto,Four-Door Car,331,SV50502
413,UK59698,Cali,f,High School or Below,229430.0,0,62,1/0/00,Personal Auto,Two-Door Car,297,UK59698
414,OA57352,AZ,f,College,627391.0,18577,86,1/0/00,Personal Auto,Four-Door Car,412,OA57352
415,ZF84449,,f,College,372672.0,0,112,1/1/00,Special Auto,Luxury,806,ZF84449
416,AX86150,WA,m,High School or Below,265671.0,62777,67,1/0/00,Personal Auto,Two-Door Car,101,AX86150
417,HG39060,, M ,Bachelor,511068.0,0,74,1/0/00,Corporate Auto,Four-Door Car,532,HG39060
418,EM29359,, M ,College,712659.0,17483,183,1/0/00,Personal Auto,Luxury,1317,EM29359
419,SF57173,, M ,Master,460163.0,84394,114,1/0/00,Personal Auto,SUV,691,SF57173
420,OT47603,, M ,College,915523.0,0,127,1/0/00,Personal Auto,Luxury,804,OT47603
421,SW31412,,f,College,1480805.0,41440,62,1/1/00,Personal Auto,Four-Door Car,297,SW31412
422,JS36322,AZ, M ,High School or Below,890167.0,0,136,1/1/00,Personal Auto,Luxury,1090,JS36322
423,RE81445,,f,College,573459.0,98132,71,1/0/00,Personal Auto,Two-Door Car,50,RE81445
424,RM24280,,f,High School or Below,417769.0,0,112,1/0/00,Personal Auto,Four-Door Car,537,RM24280
425,LC25393,Cali, M ,Bachelor,2777628.0,88220,230,1/0/00,Personal Auto,Luxury,151,LC25393
426,UX38930,AZ,f,Master,1036434.0,58327,129,1/0/00,Personal Auto,SUV,347,UX38930
427,HD95496,, M ,Master,785190.0,25950,66,1/0/00,Personal Auto,Two-Door Car,271,HD95496
428,RX24650,, M ,High School or Below,477294.0,20993,133,1/0/00,Corporate Auto,SUV,638,RX24650
429,DW19309,, M ,High School or Below,1422650.0,65726,177,1/0/00,Corporate Auto,SUV,849,DW19309
430,MT41386,WA,m,Bachelor,287543.0,84768,72,1/0/00,Personal Auto,Two-Door Car,110,MT41386
431,WZ40465,WA,f,Bachelor,504129.0,36234,63,1/0/00,Personal Auto,Four-Door Car,113,WZ40465
432,DB42794,Cali, M ,College,436293.0,58842,110,1/0/00,Personal Auto,Four-Door Car,528,DB42794
433,JB50798,,f,Master,962452.0,25629,124,1/2/00,Corporate Auto,Luxury,595,JB50798
434,IP69763,WA,f,College,2191440.0,77311,181,1/0/00,Personal Auto,SUV,113,IP69763
435,TE35785,Cali, M ,Doctor,694842.0,0,196,1/2/00,Personal Auto,Luxury SUV,1337,TE35785
436,HX74855,WA,m,High School or Below,247152.0,95697,61,1/0/00,Personal Auto,Two-Door Car,114,HX74855
437,QN65180,,f,Bachelor,2190391.0,22254,79,1/0/00,Personal Auto,Four-Door Car,125,QN65180
438,GE47180,, M ,High School or Below,902882.0,65974,113,1/0/00,Personal Auto,Luxury,235,GE47180
439,VQ38776,,f,College,530375.0,0,76,1/0/00,Personal Auto,Four-Door Car,395,VQ38776
440,BH86846,WA,m,High School or Below,2070825.0,92079,65,1/1/00,Corporate Auto,Four-Door Car,114,BH86846
441,IN17648,, M ,High School or Below,512376.0,0,74,1/0/00,Personal Auto,Two-Door Car,772,IN17648
442,DF95759,, M ,College,949234.0,0,132,1/0/00,Personal Auto,SUV,633,DF95759
443,QG45324,,f,High School or Below,820486.0,0,73,1/0/00,Personal Auto,Four-Door Car,350,QG45324
444,MN61620,AZ,f,College,987729.0,67752,131,1/4/00,Personal Auto,Luxury,168,MN61620
445,YH86390,Cali,f,Bachelor,481500.0,25398,64,1/0/00,Corporate Auto,Four-Door Car,307,YH86390
446,FY13480,Cali, M ,High School or Below,627701.0,0,88,1/0/00,Personal Auto,Four-Door Car,633,FY13480
447,YH61661,Cali,m,High School or Below,826063.0,33321,105,1/0/00,Special Auto,SUV,504,YH61661
448,NL93182,,m,Bachelor,254945.0,0,78,1/0/00,Corporate Auto,Four-Door Car,845,NL93182
450,WE68644,,f,Bachelor,380392.0,20325,100,1/0/00,Personal Auto,Luxury,668,WE68644
451,EZ30498,,m,Bachelor,863540.0,13129,117,1/0/00,Personal Auto,SUV,700,EZ30498
452,QY74517,,f,High School or Below,551055.0,0,73,1/0/00,Personal Auto,Four-Door Car,525,QY74517
453,NM88660,,m,Master,358588.0,49080,91,1/0/00,Corporate Auto,Four-Door Car,25,NM88660
454,MZ82036,,m,College,488925.0,42536,63,1/0/00,Personal Auto,Four-Door Car,375,MZ82036
455,ID20929,,m,Bachelor,275694.0,29926,74,1/0/00,Corporate Auto,Four-Door Car,418,ID20929
456,EY50028,,m,Doctor,328954.0,0,86,1/0/00,Corporate Auto,Two-Door Car,398,EY50028
457,TT82373,Cali,f,Bachelor,1093717.0,21450,138,1/0/00,Personal Auto,Luxury,938,TT82373
458,OH64088,Cali,m,High School or Below,737556.0,33345,65,1/0/00,Corporate Auto,Four-Door Car,338,OH64088
459,SK97780,Cali,f,Bachelor,1011077.0,15752,90,1/0/00,Corporate Auto,Two-Door Car,339,SK97780
460,IO33050,,f,High School or Below,511941.0,40169,65,1/1/00,Personal Auto,Four-Door Car,302,IO33050
461,XA55917,Cali,f,College,853383.0,26049,113,1/1/00,Personal Auto,SUV,619,XA55917
462,JK32620,,m,College,222476.0,0,68,1/0/00,Personal Auto,Four-Door Car,326,JK32620
463,RQ19236,AZ,m,Doctor,804280.0,55411,100,1/0/00,Personal Auto,Luxury,259,RQ19236
464,QC47433,,m,College,255443.0,12459,70,1/0/00,Personal Auto,Four-Door Car,336,QC47433
465,RA93608,,m,Bachelor,1807394.0,64620,76,1/1/00,Personal Auto,Two-Door Car,364,RA93608
466,XH97711,Cali,m,Bachelor,243050.0,83140,61,1/0/00,Corporate Auto,Four-Door Car,179,XH97711
467,AU96286,,f,Bachelor,316765.0,0,92,1/0/00,Corporate Auto,Four-Door Car,662,AU96286
468,KC17170,AZ,f,Bachelor,546560.0,54422,68,1/0/00,Corporate Auto,Four-Door Car,75,KC17170
469,ZN47335,Cali,m,College,1035751.0,68309,131,1/0/00,Corporate Auto,SUV,306,ZN47335
470,EI46264,Cali,m,High School or Below,253781.0,56621,65,1/2/00,Personal Auto,Four-Door Car,84,EI46264
471,EK87864,AZ,f,College,282194.0,38977,70,1/0/00,Special Auto,Four-Door Car,139,EK87864
472,GV45403,,m,Bachelor,775712.0,0,111,1/0/00,Corporate Auto,Two-Door Car,607,GV45403
473,QK31192,,m,High School or Below,407913.0,0,114,1/0/00,Corporate Auto,Two-Door Car,631,QK31192
474,LU89008,,f,College,595554.0,0,83,1/0/00,Personal Auto,Four-Door Car,628,LU89008
475,NS10490,,f,Bachelor,1415861.0,83235,70,1/0/00,Personal Auto,Two-Door Car,336,NS10490
476,KL98495,,m,College,848723.0,0,74,1/0/00,Personal Auto,Two-Door Car,426,KL98495
477,IU96845,,m,College,628547.0,32390,80,1/0/00,Personal Auto,Four-Door Car,91,IU96845
478,QL93655,,f,High School or Below,1147348.0,66538,95,1/0/00,Personal Auto,Two-Door Car,317,QL93655
479,PF40592,WA,f,College,494263.0,23285,65,1/0/00,Personal Auto,Two-Door Car,118,PF40592
480,LZ34046,,m,Bachelor,2359468.0,76358,66,1/0/00,Personal Auto,Four-Door Car,86,LZ34046
481,JC80093,WA,m,Master,257250.0,21104,66,1/0/00,Personal Auto,Four-Door Car,118,JC80093
482,YE88490,,f,College,538089.0,55350,67,1/0/00,Personal Auto,Four-Door Car,321,YE88490
483,YC80498,Cali,f,College,477055.0,12964,65,1/0/00,Personal Auto,Two-Door Car,362,YC80498
484,AI85843,,f,Master,675665.0,33288,86,1/2/00,Personal Auto,Four-Door Car,221,AI85843
485,XD66024,,f,College,593601.0,0,84,1/0/00,Personal Auto,Four-Door Car,980,XD66024
486,FY51713,,f,Bachelor,357076.0,56168,88,1/0/00,Personal Auto,Four-Door Car,614,FY51713
487,PH26378,Cali,m,College,601996.0,0,92,1/0/00,Personal Auto,Four-Door Car,662,PH26378
488,WQ18638,,m,High School or Below,542686.0,23105,69,1/0/00,Personal Auto,Two-Door Car,331,WQ18638
489,KY14688,,f,Master,273031.0,36218,68,1/0/00,Personal Auto,Four-Door Car,145,KY14688
490,TC97762,Cali,f,High School or Below,498268.0,52275,62,1/0/00,Corporate Auto,Four-Door Car,374,TC97762
491,QC87108,,f,College,876926.0,49665,74,1/0/00,Personal Auto,Four-Door Car,355,QC87108
492,CX12134,,m,High School or Below,422061.0,32471,110,1/0/00,Personal Auto,Two-Door Car,528,CX12134
493,SM73248,,m,High School or Below,1153750.0,0,86,1/1/00,Corporate Auto,Two-Door Car,619,SM73248
494,CK19789,Cali,f,Master,588718.0,62773,73,1/0/00,Personal Auto,Four-Door Car,80,CK19789
495,UV12583,Cali,f,College,470058.0,76694,117,1/0/00,Personal Auto,SUV,561,UV12583
496,JC11405,,m,High School or Below,1096395.0,55687,276,1/0/00,Personal Auto,Luxury SUV,1324,JC11405
497,KA89683,,f,High School or Below,252317.0,0,70,1/0/00,Personal Auto,Four-Door Car,504,KA89683
498,BG85305,,m,Doctor,375780.0,36633,96,1/1/00,Personal Auto,Four-Door Car,460,BG85305
499,UQ87917,,m,High School or Below,1294173.0,77060,106,1/0/00,Personal Auto,SUV,468,UQ87917
500,XN11823,,f,Bachelor,376446.0,92600,94,1/0/00,Corporate Auto,Two-Door Car,842,XN11823
501,OS46571,Cali,m,High School or Below,688955.0,0,66,1/0/00,Personal Auto,Four-Door Car,475,OS46571
502,PX17116,,m,College,362345.0,0,111,1/2/00,Corporate Auto,SUV,1171,PX17116
503,RP19541,,m,College,758211.0,64801,64,1/0/00,Personal Auto,Four-Door Car,268,RP19541
504,ZR25747,,f,College,827774.0,45257,103,1/0/00,Corporate Auto,Two-Door Car,494,ZR25747
505,NQ86532,Cali,m,High School or Below,257645.0,26854,66,1/0/00,Personal Auto,Four-Door Car,475,NQ86532
506,JY27336,,f,College,820538.0,85840,102,1/2/00,Corporate Auto,SUV,138,JY27336
507,PB54378,,f,Doctor,1958246.0,26463,72,1/0/00,Corporate Auto,Four-Door Car,345,PB54378
508,SV38190,,f,Bachelor,648152.0,30689,81,1/0/00,Personal Auto,Four-Door Car,467,SV38190
509,CV24005,,m,High School or Below,259931.0,29590,66,1/0/00,Corporate Auto,Two-Door Car,467,CV24005
510,EX28656,,f,College,983033.0,25965,253,1/0/00,Personal Auto,Luxury SUV,1214,EX28656
511,CF57022,,m,Bachelor,1044265.0,17269,139,1/0/00,Personal Auto,SUV,667,CF57022
512,GM16780,,m,College,3605753.0,90330,137,1/3/00,Corporate Auto,Luxury,192,GM16780
513,BX94438,Cali,f,High School or Below,847003.0,0,113,1/0/00,Corporate Auto,SUV,619,BX94438
514,RM41745,Cali,f,High School or Below,827878.0,0,110,1/0/00,Personal Auto,Four-Door Car,1002,RM41745
515,XR70252,Cali,f,High School or Below,478893.0,0,67,1/1/00,Personal Auto,Two-Door Car,321,XR70252
516,YH92099,,f,Bachelor,308799.0,18558,80,1/0/00,Special Auto,Four-Door Car,384,YH92099
517,SG81493,AZ,m,Bachelor,444373.0,46384,113,1/0/00,Corporate Auto,Four-Door Car,251,SG81493
518,ZX23819,,f,High School or Below,798408.0,0,72,1/0/00,Personal Auto,Two-Door Car,866,ZX23819
519,FJ54907,,f,College,718097.0,42303,180,1/0/00,Personal Auto,Luxury SUV,1210,FJ54907
520,CU26127,Cali,f,Bachelor,1565603.0,71731,130,1/0/00,Corporate Auto,SUV,599,CU26127
521,YH60476,,m,High School or Below,578018.0,51066,74,1/0/00,Corporate Auto,Four-Door Car,787,YH60476
522,ZZ97035,Cali,m,College,2071494.0,0,203,1/0/00,Corporate Auto,Luxury,2027,ZZ97035
523,GE82737,,f,Bachelor,533735.0,0,86,1/3/00,Personal Auto,Four-Door Car,619,GE82737
524,KY21873,AZ,m,College,505082.0,0,69,1/0/00,Personal Auto,Two-Door Car,72,KY21873
525,UA51318,AZ,f,High School or Below,511662.0,26173,68,1/1/00,Corporate Auto,Four-Door Car,449,UA51318
526,BV55014,,m,Bachelor,726873.0,24445,63,1/0/00,Personal Auto,Two-Door Car,302,BV55014
527,HX21307,, M ,College,261661.0,72302,66,1/0/00,Personal Auto,Two-Door Car,316,HX21307
528,LQ68252,, M ,High School or Below,373843.0,27208,102,1/0/00,Personal Auto,SUV,489,LQ68252
529,CR92802,Cali,f,Master,272535.0,36650,69,1/1/00,Special Auto,Four-Door Car,56,CR92802
530,SL35268,AZ, M ,College,545386.0,30855,68,1/0/00,Corporate Auto,Four-Door Car,259,SL35268
531,RD62882,AZ,f,Bachelor,684615.0,0,95,1/0/00,Personal Auto,Two-Door Car,456,RD62882
532,JS42382,, M ,Master,617291.0,99960,76,1/0/00,Corporate Auto,Four-Door Car,364,JS42382
533,BT30554,AZ,f,Bachelor,1034632.0,0,98,1/0/00,Personal Auto,Four-Door Car,470,BT30554
534,VP57424,,f,Bachelor,699700.0,55873,88,1/0/00,Personal Auto,Four-Door Car,299,VP57424
535,VU19243,AZ,f,High School or Below,419625.0,18052,111,1/0/00,Personal Auto,Four-Door Car,699,VU19243
536,TA82973,,f,High School or Below,785810.0,28937,104,1/2/00,Personal Auto,SUV,117,TA82973
537,GK71720,,f,High School or Below,606434.0,0,86,1/0/00,Personal Auto,Four-Door Car,545,GK71720
538,OQ61223,Cali, M ,College,1749752.0,0,73,1/0/00,Personal Auto,Two-Door Car,350,OQ61223
539,LL62746,, M ,Doctor,897064.0,12829,118,1/0/00,Personal Auto,SUV,328,LL62746
540,JQ56711,,f,Master,592311.0,92163,73,1/0/00,Personal Auto,Two-Door Car,66,JQ56711
541,AW77988,, M ,High School or Below,3585059.0,17588,192,1/0/00,Personal Auto,Luxury,1382,AW77988
542,QP84605,WA,f,Bachelor,870984.0,41546,111,1/0/00,Corporate Auto,Four-Door Car,121,QP84605
543,MY97912,AZ, M ,College,1330933.0,0,127,1/0/00,Personal Auto,SUV,609,MY97912
544,IB87349,Cali,m,High School or Below,452850.0,70340,113,1/0/00,Special Auto,Four-Door Car,542,IB87349
545,AW73065,,f,High School or Below,279190.0,0,74,1/0/00,Personal Auto,Four-Door Car,532,AW73065
546,BW80872,WA,m,High School or Below,443441.0,34549,111,1/0/00,Personal Auto,Four-Door Car,125,BW80872
547,PX70175,AZ,m,College,799600.0,93459,99,1/0/00,Personal Auto,Four-Door Car,655,PX70175
548,KF75098,AZ,m,Bachelor,512973.0,86148,65,1/2/00,Personal Auto,Four-Door Car,312,KF75098
549,IS50283,Cali,f,Bachelor,569717.0,27048,72,1/0/00,Corporate Auto,Four-Door Car,345,IS50283
550,MY64920,,f,College,921713.0,73259,115,1/0/00,Personal Auto,SUV,673,MY64920
551,KN34250,,f,College,1020892.0,35482,129,1/0/00,Corporate Auto,SUV,619,KN34250
552,GN46207,,f,Master,417068.0,29462,107,1/1/00,Personal Auto,SUV,513,GN46207
553,KL57176,,f,College,450540.0,67801,115,1/1/00,Personal Auto,SUV,23,KL57176
554,MN94234,Cali,m,High School or Below,310756.0,0,94,1/4/00,Personal Auto,Two-Door Car,451,MN94234
555,JY90595,AZ,m,High School or Below,552866.0,16042,73,1/0/00,Personal Auto,Two-Door Car,350,JY90595
556,HK26543,Cali,m,High School or Below,504586.0,28056,64,1/1/00,Personal Auto,Four-Door Car,307,HK26543
557,PN86062,Cali,m,High School or Below,296272.0,16495,85,1/3/00,Corporate Auto,Four-Door Car,408,PN86062
558,VW27730,Cali,f,Master,866595.0,41163,108,1/0/00,Corporate Auto,SUV,231,VW27730
559,SH55671,AZ,f,College,1141344.0,0,161,1/1/00,Personal Auto,Luxury,772,SH55671
560,MO56878,Cali,m,Bachelor,1548843.0,33799,109,1/3/00,Corporate Auto,SUV,664,MO56878
561,VO38365,WA,f,College,886114.0,90125,110,1/0/00,Corporate Auto,SUV,128,VO38365
562,SV35618,,f,Bachelor,593474.0,87747,147,1/1/00,Personal Auto,SUV,46,SV35618
563,RX12347,,m,College,354323.0,35695,90,1/0/00,Personal Auto,Four-Door Car,432,RX12347
564,FR55658,Cali,m,Master,349002.0,90985,87,1/0/00,Personal Auto,Four-Door Car,78,FR55658
565,XS12556,Cali,f,College,368309.0,0,101,1/0/00,Corporate Auto,Luxury,564,XS12556
566,ZU73588,Cali,m,College,598977.0,66839,154,1/0/00,Personal Auto,Luxury,739,ZU73588
567,WT43034,Cali,f,High School or Below,1250084.0,0,165,1/0/00,Personal Auto,SUV,792,WT43034
568,VM13430,,f,Bachelor,860915.0,79090,107,1/0/00,Corporate Auto,SUV,289,VM13430
569,TC78849,,m,Bachelor,249745.0,24825,64,1/0/00,Personal Auto,Two-Door Car,155,TC78849
570,VC34764,Cali,m,College,701917.0,26806,63,1/0/00,Personal Auto,Four-Door Car,302,VC34764
571,WO90953,,f,College,538792.0,56835,67,1/0/00,Personal Auto,Two-Door Car,326,WO90953
572,IU47468,,f,Bachelor,616555.0,0,88,1/0/00,Special Auto,Two-Door Car,653,IU47468
573,KO46064,Cali,m,Bachelor,273020.0,46135,69,1/0/00,Personal Auto,Four-Door Car,103,KO46064
574,RB34917,AZ,f,Bachelor,516211.0,0,73,1/0/00,Personal Auto,Four-Door Car,809,RB34917
575,BI38192,,f,High School or Below,793706.0,22862,67,1/0/00,Personal Auto,Two-Door Car,321,BI38192
576,PU18983,,f,High School or Below,860815.0,21450,110,1/2/00,Personal Auto,Luxury,528,PU18983
577,SW79912,,m,Bachelor,263254.0,95854,65,1/0/00,Personal Auto,Two-Door Car,312,SW79912
578,ES39217,,f,Bachelor,778500.0,44897,99,1/1/00,Personal Auto,Four-Door Car,580,ES39217
579,KP72427,WA,m,High School or Below,2163983.0,64455,108,1/0/00,Personal Auto,SUV,133,KP72427
580,UA19178,,f,Master,498082.0,53265,62,1/0/00,Personal Auto,Four-Door Car,238,UA19178
581,PR53785,AZ,f,High School or Below,745723.0,0,198,1/1/00,Personal Auto,Luxury,1577,PR53785
582,XF57481,WA,m,Master,1064093.0,50450,90,1/0/00,Personal Auto,Two-Door Car,135,XF57481
583,CN90378,Cali,f,High School or Below,686250.0,54780,88,1/3/00,Personal Auto,Four-Door Car,135,CN90378
584,KI56154,,m,High School or Below,904898.0,0,119,1/0/00,Personal Auto,Luxury,571,KI56154
585,UI55951,Cali,m,Bachelor,554803.0,67798,69,1/0/00,Personal Auto,Four-Door Car,331,UI55951
586,FF28650,,m,Bachelor,831268.0,21442,118,1/0/00,Personal Auto,SUV,566,FF28650
587,FS55302,Cali,m,Bachelor,238998.0,27615,62,1/1/00,Personal Auto,Four-Door Car,297,FS55302
588,TN79487,Cali,m,Bachelor,445811.0,17622,65,1/1/00,Personal Auto,Four-Door Car,312,TN79487
589,HG32616,,m,High School or Below,529574.0,50200,135,1/0/00,Personal Auto,Luxury,637,HG32616
590,UK41984,AZ,f,Doctor,383960.0,0,112,1/2/00,Personal Auto,SUV,537,UK41984
591,LZ52266,Cali,f,High School or Below,373150.0,0,96,1/0/00,Personal Auto,Four-Door Car,460,LZ52266
592,PM27367,Cali,f,Master,277890.0,73570,70,1/1/00,Special Auto,Two-Door Car,75,PM27367
593,ZK21724,,f,High School or Below,401654.0,0,111,1/0/00,Personal Auto,SUV,799,ZK21724
594,BH35482,WA,m,Doctor,493094.0,70412,61,1/0/00,Corporate Auto,Two-Door Car,136,BH35482
595,QE22757,,m,Doctor,249131.0,36631,62,1/0/00,Personal Auto,Four-Door Car,67,QE22757
596,ON77649,,f,College,290887.0,35895,73,1/0/00,Personal Auto,Four-Door Car,312,ON77649
597,RN82884,AZ,f,College,428294.0,40864,109,1/1/00,Personal Auto,SUV,166,RN82884
598,CQ75652,,m,College,834162.0,0,118,1/0/00,Personal Auto,Four-Door Car,566,CQ75652
599,FF58467,AZ,f,Master,509078.0,93018,63,1/0/00,Personal Auto,Four-Door Car,135,FF58467
600,BS83666,,m,Bachelor,736618.0,70014,62,1/0/00,Corporate Auto,Four-Door Car,17,BS83666
601,WO29605,,f,College,243687.0,48875,61,1/0/00,Personal Auto,Two-Door Car,1,WO29605
602,TL77607,Cali,m,Bachelor,885268.0,67969,74,1/0/00,Personal Auto,Four-Door Car,197,TL77607
603,EZ50606,,f,High School or Below,2387547.0,0,108,1/0/00,Corporate Auto,SUV,612,EZ50606
604,OS39723,,f,Doctor,560049.0,68665,69,1/0/00,Personal Auto,Two-Door Car,331,OS39723
605,FN69743,Cali,m,College,463654.0,26802,66,1/1/00,Corporate Auto,Two-Door Car,316,FN69743
606,XW96958,,m,High School or Below,757334.0,0,110,1/0/00,Corporate Auto,Four-Door Car,1193,XW96958
607,TU92578,Cali,m,College,1469663.0,45345,125,1/0/00,Personal Auto,SUV,600,TU92578
608,TL43709,WA,m,Bachelor,897214.0,89689,74,1/0/00,Personal Auto,Four-Door Car,136,TL43709
609,YE68736,Cali,f,Bachelor,772484.0,32051,193,1/1/00,Personal Auto,SUV,926,YE68736
610,OB96537,,m,Master,594667.0,81139,74,1/0/00,Special Auto,Four-Door Car,392,OB96537
611,EU68825,,f,Master,800054.0,63834,100,1/1/00,Personal Auto,Luxury,215,EU68825
612,CC31456,AZ,m,Bachelor,645756.0,37548,81,1/0/00,Special Auto,Four-Door Car,160,CC31456
613,DJ77787,AZ,f,High School or Below,728144.0,0,69,1/3/00,Personal Auto,Four-Door Car,371,DJ77787
614,LN26837,Cali,m,High School or Below,259243.0,72421,65,1/0/00,Personal Auto,Four-Door Car,312,LN26837
615,YI92916,,m,Master,467842.0,83102,116,1/0/00,Corporate Auto,Four-Door Car,443,YI92916
616,NW54906,,m,College,1386992.0,28432,118,1/0/00,Personal Auto,SUV,612,NW54906
617,ME77513,,f,Master,871777.0,83707,108,1/0/00,Corporate Auto,Four-Door Car,290,ME77513
618,UK76891,Cali,f,College,523398.0,63259,65,1/0/00,Corporate Auto,Four-Door Car,316,UK76891
619,SI26888,,f,High School or Below,476418.0,0,67,1/0/00,Personal Auto,Four-Door Car,405,SI26888
620,YD74948,,f,College,247246.0,63860,62,1/0/00,Personal Auto,Four-Door Car,208,YD74948
621,HB64268,WA,m,Bachelor,281369.0,43836,73,1/0/00,Personal Auto,Four-Door Car,138,HB64268
622,BW52697,Cali,f,College,550505.0,86132,68,1/0/00,Personal Auto,Two-Door Car,301,BW52697
623,NL41409,,f,Bachelor,260620.0,28519,66,1/0/00,Personal Auto,Two-Door Car,456,NL41409
624,OD69005,AZ,f,High School or Below,1048194.0,39102,88,1/0/00,Personal Auto,Four-Door Car,152,OD69005
625,ZZ91716,Cali,f,Bachelor,325676.0,0,89,1/0/00,Personal Auto,Four-Door Car,491,ZZ91716
626,UK70255,Cali,f,College,3047578.0,97298,128,1/0/00,Personal Auto,Luxury,48,UK70255
627,QT25383,,m,High School or Below,636490.0,41986,84,1/2/00,Personal Auto,Two-Door Car,430,QT25383
628,AW18068,AZ,m,High School or Below,946850.0,0,88,1/0/00,Personal Auto,Two-Door Car,633,AW18068
629,NS45347,,f,College,563145.0,17291,73,1/0/00,Personal Auto,Four-Door Car,350,NS45347
630,FV19421,Cali,m,Bachelor,778099.0,0,74,1/0/00,Personal Auto,Four-Door Car,246,FV19421
631,XW89091,Cali,m,College,981652.0,37256,62,1/0/00,Personal Auto,Four-Door Car,128,XW89091
632,YC11951,,m,High School or Below,751913.0,96306,95,1/1/00,Corporate Auto,Four-Door Car,185,YC11951
633,UY18770,Cali,f,Bachelor,1017971.0,14290,271,1/0/00,Personal Auto,Luxury SUV,1300,UY18770
634,RA49085,Cali,f,College,277283.0,37038,71,1/1/00,Corporate Auto,Four-Door Car,9,RA49085
